TANK,DATE COLLECTED,Time.point,%COUNTED,COUNTED ON,COUNTED BY,SPECIES,# OF INDIVIDUALS,NOTES
12,2021-11-03,T0,100,11/19/2021,Bautista,Calanoid,0,
12,2021-11-03,T0,100,11/19/2021,Bautista,Cyclopoid,3,
12,2021-11-03,T0,100,11/19/2021,Bautista,Nauplii,0,
12,2021-11-03,T0,100,11/19/2021,Bautista,Chironomid,0,
12,2021-11-03,T0,100,11/19/2021,Bautista,Keratella,0,
12,2021-11-03,T0,100,11/19/2021,Bautista,Kellicottia,0,
2,2021-11-03,T0,100,11/19/2021,Bautista,Calanoid,0,
2,2021-11-03,T0,100,11/19/2021,Bautista,Cyclopoid,1,
2,2021-11-03,T0,100,11/19/2021,Bautista,Nauplii,2,
2,2021-11-03,T0,100,11/19/2021,Bautista,Chironomid,0,
2,2021-11-03,T0,100,11/19/2021,Bautista,Keratella,3,
2,2021-11-03,T0,100,11/19/2021,Bautista,Kellicottia,3,
2,2021-11-03,T0,100,11/19/2021,Bautista,Daphnia,1,
30,2021-11-03,T0,100,11/19/2021,Bautista,Calanoid,0,
30,2021-11-03,T0,100,11/19/2021,Bautista,Cyclopoid,1,
30,2021-11-03,T0,100,11/19/2021,Bautista,Nauplii,3,
30,2021-11-03,T0,100,11/19/2021,Bautista,Chironomid,0,
30,2021-11-03,T0,100,11/19/2021,Bautista,Keratella,6,
30,2021-11-03,T0,100,11/19/2021,Bautista,Kellicottia,2,
30,2021-11-03,T0,100,11/19/2021,Bautista,Daphnia,0,
27,2021-11-03,T0,100,11/19/2021,Bautista,Calanoid,0,
27,2021-11-03,T0,100,11/19/2021,Bautista,Cyclopoid,1,
27,2021-11-03,T0,100,11/19/2021,Bautista,Nauplii,1,
27,2021-11-03,T0,100,11/19/2021,Bautista,Chironomid,0,
27,2021-11-03,T0,100,11/19/2021,Bautista,Keratella,7,
27,2021-11-03,T0,100,11/19/2021,Bautista,Kellicottia,4,
27,2021-11-03,T0,100,11/19/2021,Bautista,Daphnia,1,
1,2021-11-03,T0,100,11/20/2021,Bautista,Calanoid,1,
1,2021-11-03,T0,100,11/20/2021,Bautista,Cyclopoid,5,
1,2021-11-03,T0,100,11/20/2021,Bautista,Nauplii,3,
1,2021-11-03,T0,100,11/20/2021,Bautista,Chironomid,0,
1,2021-11-03,T0,100,11/20/2021,Bautista,Keratella,0,
1,2021-11-03,T0,100,11/20/2021,Bautista,Kellicottia,4,
1,2021-11-03,T0,100,11/20/2021,Bautista,Daphnia,0,
7,2021-11-03,T0,100,11/20/2021,Bautista,Calanoid,1,
7,2021-11-03,T0,100,11/20/2021,Bautista,Cyclopoid,1,
7,2021-11-03,T0,100,11/20/2021,Bautista,Nauplii,0,
7,2021-11-03,T0,100,11/20/2021,Bautista,Chironomid,0,
7,2021-11-03,T0,100,11/20/2021,Bautista,Keratella,3,
7,2021-11-03,T0,100,11/20/2021,Bautista,Kellicottia,4,
7,2021-11-03,T0,100,11/20/2021,Bautista,Daphnia,0,
6,2021-11-03,T0,100,11/20/2021,Bautista,Calanoid,1,
6,2021-11-03,T0,100,11/20/2021,Bautista,Cyclopoid,0,
6,2021-11-03,T0,100,11/20/2021,Bautista,Nauplii,1,
6,2021-11-03,T0,100,11/20/2021,Bautista,Chironomid,0,
6,2021-11-03,T0,100,11/20/2021,Bautista,Keratella,2,
6,2021-11-03,T0,100,11/20/2021,Bautista,Kellicottia,4,
6,2021-11-03,T0,100,11/20/2021,Bautista,Daphnia,1,
2,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,0,
2,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,1,
2,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,4,
2,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,2,
2,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,0,
2,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,29,
30,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,0,
30,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,0,
30,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,0,
30,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,0,
30,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,0,
30,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,3,
12,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,0,
12,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,2,
12,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,0,
12,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,0,
12,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,0,
12,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,2,
19,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,0,
19,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,1,
19,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,0,
19,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,0,
19,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,0,
19,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,2,
22,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,0,
22,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,0,
22,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,0,
22,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,0,
22,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,0,
22,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,1,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,1,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,1,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,0,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,0,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,0,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,1,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Ceriodaphnia,1,
8,2021-11-03,T0,100,11/8/2021,Evelyn,Caterpillars,2,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,0,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,0,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,0,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,0,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,0,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,0,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Stringy thing,1,
13,2021-11-03,T0,100,11/8/2021,Evelyn,Caterpillars,1,
9,2021-11-03,T0,100,11/8/2021,Evelyn,Calanoid,2,
9,2021-11-03,T0,100,11/8/2021,Evelyn,Cyclopoid,4,
9,2021-11-03,T0,100,11/8/2021,Evelyn,Chironomid,0,
9,2021-11-03,T0,100,11/8/2021,Evelyn,Nauplii,0,
9,2021-11-03,T0,100,11/8/2021,Evelyn,Kellicottia,1,
9,2021-11-03,T0,100,11/8/2021,Evelyn,Keratella,0,
9,2021-11-03,T0,100,11/8/2021,Evelyn,Ceriodaphnia,0,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Calanoid,0,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Cyclopoid,3,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Chironomid,0,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Nauplii,1,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Kellicottia,0,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Keratella,0,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Caterpillars,8,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Ceriodaphnia,0,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Daphnia,0,
3,2021-11-03,T0,100,11/10/2021,Evelyn,Bursted Daphnia,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Calanoid,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Cyclopoid,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Chironomid,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Nauplii,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Kellicottia,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Keratella,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Caterpillars,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Ceriodaphnia,0,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Daphnia,1,
27,2021-11-03,T0,100,11/10/2021,Evelyn,Bursted Daphnia,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Calanoid,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Cyclopoid,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Chironomid,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Nauplii,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Kellicottia,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Keratella,1,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Caterpillars,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Ceriodaphnia,1,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Daphnia,0,
20,2021-11-03,T0,100,11/10/2021,Evelyn,Bursted Daphnia,3,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Calanoid,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Cyclopoid,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Chironomid,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Nauplii,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Kellicottia,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Keratella,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Caterpillars,2,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Ceriodaphnia,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Daphnia,0,
5,2021-11-03,T0,100,11/10/2021,Evelyn,Bursted Daphnia,3,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Calanoid,0,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Cyclopoid,6,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Chironomid,0,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Nauplii,1,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Kellicottia,0,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Keratella,0,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Caterpillars,1,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Ceriodaphnia,4,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Daphnia,0,
16,2021-11-03,T0,100,11/10/2021,Evelyn,Bursted Daphnia,6,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Calanoid,0,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Cyclopoid,1,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Chironomid,0,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Nauplii,2,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Kellicottia,0,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Keratella,0,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Caterpillars,0,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Ceriodaphnia,0,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Daphnia,0,
24,2021-11-03,T0,100,11/10/2021,Evelyn,Bursted Daphnia,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Calanoid,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Cyclopoid,3,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Chironomid,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Nauplii,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Kellicottia,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Keratella,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Caterpillars,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Ceriodaphnia,1,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Daphnia,0,
28,2021-11-03,T0,100,11/10/2021,Evelyn,Bursted Daphnia,1,
12,2022-11-03,T0,100,11/20/2021,Ariana,Calanoid,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Cyclopoid,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Nauplii,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Chironomid,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Keratella,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Kellicottia,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Asplanchna,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Bosmina,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Ceriodaphnia,0,
12,2022-11-03,T0,100,11/20/2021,Ariana,Daphnia,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Calanoid,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Cyclopoid,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Nauplii,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Chironomid,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Keratella,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Kellicottia,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Asplanchna,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Bosmina,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Ceriodaphnia,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Daphnia,0,
2,2022-11-03,T0,100,11/20/2021,Ariana,Unknown 1,1,Terrestrial Bug
30,2022-11-03,T0,100,11/20/2021,Ariana,Calanoid,0,
30,2022-11-03,T0,100,11/20/2021,Ariana,Cyclopoid,0,
30,2022-11-03,T0,100,11/20/2021,Ariana,Nauplii,2,
30,2022-11-03,T0,100,11/20/2021,Ariana,Chironomid,0,
30,2022-11-03,T0,100,11/20/2021,Ariana,Keratella,4,
30,2022-11-03,T0,100,11/20/2021,Ariana,Kellicottia,0,
30,2022-11-03,T0,100,11/20/2021,Ariana,Asplanchna,0,
30,2022-11-03,T0,100,11/20/2021,Ariana,Bosmina,0,
30,2022-11-03,T0,100,11/20/2021,Ariana,Ceriodaphnia,0,
30,2022-11-03,T0,100,11/20/2021,Ariana,Daphnia,0,
1,2021-11-15,T1,100,3-Dec-21,Bautista,Calanoid,0,
1,2021-11-15,T1,100,3-Dec-21,Bautista,Cyclopoid,0,
1,2021-11-15,T1,100,3-Dec-21,Bautista,Chironomid,5,
1,2021-11-15,T1,100,3-Dec-21,Bautista,Nauplii,1,
1,2021-11-15,T1,100,3-Dec-21,Bautista,Kellicottia,0,
1,2021-11-15,T1,100,3-Dec-21,Bautista,Keratella,0,
1,2021-11-15,T1,100,23-Feb-22,Bautista,Mosquito Larvae,30,
1,2021-11-15,T1,100,3-Dec-21,Bautista,Daphnia,0,
2,2022-11-15,T1,100,11/28/2021,Ariana,Calanoid,0,
2,2022-11-15,T1,100,11/28/2021,Ariana,Cyclopoid,0,
2,2022-11-15,T1,100,11/28/2021,Ariana,Nauplii,0,
2,2022-11-15,T1,100,11/28/2021,Ariana,Chironomid,0,
2,2022-11-15,T1,100,11/28/2021,Ariana,Keratella,0,
2,2022-11-15,T1,100,11/28/2021,Ariana,Kellicottia,2,
2,2022-11-15,T1,100,11/28/2021,Ariana,Asplanchna,0,
2,2022-11-15,T1,100,11/28/2021,Ariana,Bosmina,1,
2,2022-11-15,T1,100,11/28/2021,Ariana,Ceriodaphnia,7,
2,2022-11-15,T1,100,11/28/2021,Ariana,Unknown 2,1,Terrestrial Bug
2,2022-11-15,T1,100,11/28/2021,Ariana,Unknown 1,2,Terrestrial Bug
2,2022-11-15,T1,100,11/28/2021,Ariana,Daphnia,1,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Calanoid,0,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Cyclopoid,0,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Chironomid,0,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Nauplii,0,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Kellicottia,0,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Keratella,0,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Caterpillars,1,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Ceriodaphnia,0,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Daphnia,1,
3,2021-11-15,T1,100,11/24/2021,Evelyn,Mosquito larvae,21,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Calanoid,1,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Cyclopoid,16,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Chironomid,0,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Nauplii,1,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Kellicottia,0,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Keratella,0,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Caterpillars,7,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Ceriodaphnia,0,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Daphnia,0,
4,2021-11-15,T1,100,11/22/2021,Evelyn,Bursted Daphnia,0,
5,2021-11-15,T1,,22-Nov-21,Maddy,Calanoid,0,
5,2021-11-15,T1,,22-Nov-21,Maddy,Cyclopoid,0,
5,2021-11-15,T1,,22-Nov-21,Maddy,Chironomid,0,
5,2021-11-15,T1,,22-Nov-21,Maddy,Nauplii,0,
5,2021-11-15,T1,,22-Nov-21,Maddy,Kellicottia,0,
5,2021-11-15,T1,,22-Nov-21,Maddy,Keratella,0,
5,2021-11-15,T1,,22-Nov-21,Maddy,Daphnia,0,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Calanoid,0,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Cyclopoid,8,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Chironomid,0,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Nauplii,0,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Kellicottia,0,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Keratella,0,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Bosmina,1,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Ceriodaphnia,0,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Daphnia,22,
6,2021-11-15,T1,100,11/24/2021,Evelyn,Mosquito larvae,0,
8,2021-11-15,T1,100,22-Nov-21,Maddy,Calanoid,8,
8,2021-11-15,T1,100,22-Nov-21,Maddy,Cyclopoid,24,
8,2021-11-15,T1,100,22-Nov-21,Maddy,Chironomid,0,
8,2021-11-15,T1,100,22-Nov-21,Maddy,Nauplii,6,
8,2021-11-15,T1,100,22-Nov-21,Maddy,Kellicottia,1,
8,2021-11-15,T1,100,22-Nov-21,Maddy,Keratella,0,
8,2021-11-15,T1,100,22-Nov-21,Maddy,Daphnia,35,
9,2021-11-15,T1,100,1-Dec-21,Maddy,Calanoid,1,
9,2021-11-15,T1,100,1-Dec-21,Maddy,Cyclopoid,1,
9,2021-11-15,T1,100,1-Dec-21,Maddy,Chironomid,0,
9,2021-11-15,T1,100,1-Dec-21,Maddy,Nauplii,0,
9,2021-11-15,T1,100,1-Dec-21,Maddy,Kellicottia,0,
9,2021-11-15,T1,100,1-Dec-21,Maddy,Keratella,0,
9,2021-11-15,T1,100,1-Dec-21,Maddy,Daphnia,5,
10,2021-11-15,T1,100,1-Dec-21,Maddy,Calanoid,27,
10,2021-11-15,T1,100,1-Dec-21,Maddy,Cyclopoid,32,
10,2021-11-15,T1,100,1-Dec-21,Maddy,Chironomid,0,
10,2021-11-15,T1,100,1-Dec-21,Maddy,Nauplii,3,
10,2021-11-15,T1,100,1-Dec-21,Maddy,Kellicottia,0,
10,2021-11-15,T1,100,1-Dec-21,Maddy,Keratella,0,
10,2021-11-15,T1,100,1-Dec-21,Maddy,Daphnia,51,
12,2021-11-15,T1,100,29-Nov-21,Maddy,Calanoid,6,
12,2021-11-15,T1,100,29-Nov-21,Maddy,Cyclopoid,12,
12,2021-11-15,T1,100,29-Nov-21,Maddy,Chironomid,0,
12,2021-11-15,T1,100,29-Nov-21,Maddy,Nauplii,2,
12,2021-11-15,T1,100,29-Nov-21,Maddy,Kellicottia,0,
12,2021-11-15,T1,100,29-Nov-21,Maddy,Keratella,0,
12,2021-11-15,T1,100,29-Nov-21,Maddy,Daphnia,33,
13,2021-11-15,T1,100,24-Nov-21,Maddy,Calanoid,0,
13,2021-11-15,T1,100,24-Nov-21,Maddy,Cyclopoid,4,
13,2021-11-15,T1,100,24-Nov-21,Maddy,Chironomid,0,
13,2021-11-15,T1,100,24-Nov-21,Maddy,Nauplii,0,
13,2021-11-15,T1,100,24-Nov-21,Maddy,Mosquito larvae,4,No Kellicottia
13,2021-11-15,T1,100,24-Nov-21,Maddy,Keratella,0,
13,2021-11-15,T1,100,24-Nov-21,Maddy,Daphnia,5,
14,2022-11-15,T1,100,11/28/2021,Ariana,Calanoid,18,
14,2022-11-15,T1,100,11/28/2021,Ariana,Cyclopoid,11,
14,2022-11-15,T1,100,11/28/2021,Ariana,Nauplii,2,
14,2022-11-15,T1,100,11/28/2021,Ariana,Chironomid,1,
14,2022-11-15,T1,100,11/28/2021,Ariana,Keratella,0,
14,2022-11-15,T1,100,11/28/2021,Ariana,Kellicottia,0,
14,2022-11-15,T1,100,11/28/2021,Ariana,Asplanchna,0,
14,2022-11-15,T1,100,11/28/2021,Ariana,Bosmina,0,
14,2022-11-15,T1,100,11/28/2021,Ariana,Ceriodaphnia,0,
14,2022-11-15,T1,100,11/28/2021,Ariana,Daphnia,20,
14,2021-11-15,T1,100,3-Dec-21,Bautista,Calanoid,19,
14,2021-11-15,T1,100,3-Dec-21,Bautista,Cyclopoid,7,
14,2021-11-15,T1,100,3-Dec-21,Bautista,Chironomid,0,
14,2021-11-15,T1,100,3-Dec-21,Bautista,Nauplii,2,
14,2021-11-15,T1,100,3-Dec-21,Bautista,Kellicottia,0,
14,2021-11-15,T1,100,3-Dec-21,Bautista,Keratella,0,
14,2021-11-15,T1,100,3-Dec-21,Bautista,Daphnia,19,
16,2021-11-15,T1,100,24-Nov-21,Maddy,Calanoid,3,
16,2021-11-15,T1,100,24-Nov-21,Maddy,Cyclopoid,5,
16,2021-11-15,T1,100,24-Nov-21,Maddy,Chironomid,0,
16,2021-11-15,T1,100,24-Nov-21,Maddy,Nauplii,1,
16,2021-11-15,T1,100,24-Nov-21,Maddy,Mosquito larvae,2,No Kellicottia
16,2021-11-15,T1,100,24-Nov-21,Maddy,Keratella,0,
16,2021-11-15,T1,100,24-Nov-21,Maddy,Daphnia,9,
18,2021-11-15,T1,100,1-Dec-21,Maddy,Calanoid,2,
18,2021-11-15,T1,100,1-Dec-21,Maddy,Cyclopoid,9,
18,2021-11-15,T1,100,1-Dec-21,Maddy,Chironomid,0,
18,2021-11-15,T1,100,1-Dec-21,Maddy,Nauplii,1,
18,2021-11-15,T1,100,1-Dec-21,Maddy,Kellicottia,0,
18,2021-11-15,T1,100,1-Dec-21,Maddy,Keratella,0,
18,2021-11-15,T1,100,1-Dec-21,Maddy,Daphnia,24,
19,2021-11-15,T1,100,29-Nov-21,Maddy,Calanoid,3,
19,2021-11-15,T1,100,29-Nov-21,Maddy,Cyclopoid,14,
19,2021-11-15,T1,100,29-Nov-21,Maddy,Chironomid,0,
19,2021-11-15,T1,100,29-Nov-21,Maddy,Nauplii,3,
19,2021-11-15,T1,100,29-Nov-21,Maddy,Kellicottia,0,
19,2021-11-15,T1,100,29-Nov-21,Maddy,Keratella,0,
19,2021-11-15,T1,100,29-Nov-21,Maddy,Daphnia,35,
20,2021-11-15,T1,100,3-Dec-21,Bautista,Calanoid,0,
20,2021-11-15,T1,100,3-Dec-21,Bautista,Cyclopoid,0,
20,2021-11-15,T1,100,3-Dec-21,Bautista,Chironomid,4,
20,2021-11-15,T1,100,3-Dec-21,Bautista,Nauplii,0,
20,2021-11-15,T1,100,3-Dec-21,Bautista,Kellicottia,0,
20,2021-11-15,T1,100,3-Dec-21,Bautista,Keratella,0,
20,2021-11-15,T1,100,3-Dec-21,Bautista,Daphnia,4,
21,2021-11-15,T1,100,24-Nov-21,Maddy,Calanoid,0,
21,2021-11-15,T1,100,24-Nov-21,Maddy,Cyclopoid,18,
